Instance,Terminal,Layer,X location,Y location,Voltage
_072_,VPWR,li1,36.1100,19.0400,1.799861
_071_,VPWR,li1,37.9500,13.6000,1.799923
_070_,VPWR,li1,34.0400,40.8000,1.799807
_069_,VPWR,li1,36.8000,40.8000,1.799805
_068_,VPWR,li1,36.3400,40.8000,1.799805
_067_,VPWR,li1,37.7200,35.3600,1.799847
_066_,VPWR,li1,35.1900,35.3600,1.799849
_065_,VPWR,li1,34.2700,40.8000,1.799807
_064_,VPWR,li1,20.7000,40.8000,1.799817
_063_,VPWR,li1,21.3900,35.3600,1.799896
_062_,VPWR,li1,22.7700,46.2400,1.799979
_061_,VPWR,li1,20.2400,46.2400,1.799980
_060_,VPWR,li1,10.8100,29.9200,1.799878
_059_,VPWR,li1,30.1300,40.8000,1.799817
_058_,VPWR,li1,38.8700,29.9200,1.799889
_057_,VPWR,li1,32.4300,24.4800,1.799878
_056_,VPWR,li1,32.4300,19.0400,1.799863
